"메인 키","분류명","공간명(한글)","공간명(영어)","개관년도","지역","우편번호","주소","상세주소","전화번호","홈페이지"
"177","복지관","공릉종합사회복지관","","    ","노원구  ","139-241","서울시 노원구 동일로 1127","","02-948-0520~2",""
"178","청소년수련관","공릉청소년문화정보센터","","    ","노원구  ","139-800","서울시 노원구 노원로 1-나길 10","","02-973-1318","http://www.pkmgallery.com"
"179","박물관","공연예술박물관","","    ","중구   ","100-857","서울시 중구 장춘단로 59","국립중앙극장","02-2280-4114","http://art.nowon.seoul.kr"
"180","박물관","관세박물관","","    ","강남구  ","135-702","서울시 강남구 언주로721","","02-510-1082","http://www.goodwill.or.kr"
"181","도서관","관악문화관 도서관","","    ","관악구  ","151-858","서울시 관악구 신림로3길 35","","02-887-6890","http://www.oneandj.com"
"182","공연장","관악문화관도서관 ","Gwanak cultural center & library","2002","관악구  ","       ","서울시 관악구 문화길 17 (신림9동 209-1)","","02-887-6814","http://www.gwanakcullib.seoul.kr/"
"183","지방문화원","관악문화원","","    ","관악구  ","151-858","서울시 관악구 신림로 3길 35","","02-885-5975",""
"184","청소년수련관","관악청소년회관","","    ","관악구  ","151-895","서울시 관악구 신림로 23길 17","","02-876-0636","http://www.mct.or.kr"
"185","전시시설","관훈갤러리","","    ","종로구  ","110-300","서울시 종로구 인사동11길 11","","02-733-6469","http://hall.munhwa.com"
"186","공연연습실(대학로)","광운대학교문화관대극장","","    ","노원구  ","139-701","서울시 노원구 광운로 20","광운대학교 문화관","02-940-5492,02-940-5114",""
"187","복지관","광장종합사회복지관","","    ","광진구  ","143-814","서울시 광진구 아차산로 66길 8","","02-2201-1333","http://museum.ntok.go.kr"
"188","공연연습실(대학로)","광진문화예술회관 나루아트센터","","    ","광진구  ","143-854","서울시 광진구 능동로 76","","02-2049-4700~2",""
"189","지방문화원","광진문화원","","    ","광진구  ","143-832","서울시 광진구 광나루로56길 67","","02-447-0244","http://www.junggucc.or.kr"
"190","도서관","광진정보도서관","","    ","광진구  ","143-802","서울시 광진구 아차산로 78길 90","","02-3437-5092~5","http://www.moca.go.kr"
"191","청소년수련관","광진청소년수련관","","    ","광진구  ","143-807","서울시 광진구 구천면로 2","","02-2204-3100~1",""
"192","공연연습실(대학로)","광화문아트홀","","    ","종로구  ","110-054","서울시 종로구 인왕산로1길 21","","02-722-3416","http://www.ghmarthall.co.kr"
"193","공연연습실(대학로)","괜찮은홀","","    ","영등포구 ","150-045","서울시 영등포구 양평로 47","2001아울렛 7층","02-2676-2516","http://2001hall.com/"
"194","공연연습실(대학로)","구로구민회관대강당","","    ","구로구  ","152-050","서울시 구로구 가마산로25길 21","","02-860-2592~3","http://www.truem.or.kr"
"195","도서관","구로도서관","","    ","구로구  ","152-842","서울시 구로구 공원로 15","","02-6958-2800","http://www.snwc.or.kr"
"196","지방문화원","구로문화원","","    ","구로구  ","152-722","서울시 구로구 경인로 393-7","일이삼전자타운 2동 5층","02-851-0837",""
"197","공연장","구로아트밸리 예술극장","Guroartsvalley Theater","2007","구로구  ","       ","서울시 구로구 구로5동 101번지","","02-2029-1700",""
"198","공연연습실(대학로)","구로아트밸리예술극장","","    ","구로구  ","152-842","서울시 구로구 가마산로 25길 9-24","","02-2029-1700","http://www.jnmmlib.seoul.kr"
"199","복지관","구로종합사회복지관","","    ","구로구  ","152-849","서울시 구로구 디지털로31길 93","","02-852-0525",""
"200","도서관","구로주민전용도서관","","    ","구로구  ","152-857","서울시 구로구 구로중앙로27나길 21","구로초등학교 내 온누리관 4층","02-858-9080","http://www.jjang.or.kr"
"201","청소년수련관","구로청소년수련관","","    ","구로구  ","152-870","서울시 구로구 구로동로 141","","02-838-1318","http://www.gfac.or.kr"
"202","도서관","구립 서초어린이도서관","","    ","서초구  ","137-859","서울시 서초구 효령로 77길 37","","02-3471-1337","http://www.gallerylumiere.com"
"203","도서관","구립증산정보도서관","","    ","은평구  ","122-936","서울시 은평구 증산로 5길 6","","02-307-6030","http://www.jsplib.or.kr"
"204","복지관","구세군강북종합사회복지관","","    ","강북구  ","142-824","서울시 강북구 인수봉로 20가길 24","","02-984-5811~4","http://www.galleryjung.com/"
"205","박물관","국립고궁박물관","","    ","종로구  ","110-820","서울시 종로구 효자로 12","","02-3701-7500","http://www.gogung.go.kr"
"206","공연연습실(대학로)","국립국악원","","    ","서초구  ","137-718","서울시 서초구 남부순환로 2364","","02-580-3333","http://www.kangnamwelfare.co.kr"
"207","공연연습실(대학로)","국립극장","","    ","중구   ","100-857","서울시 중구 장충단로 59","","02-2280-4114~5","http://www.underlounge.kr"
"208","박물관","국립민속박물관","","    ","종로구  ","110-820","서울시 종로구 삼청로 37","","02-3704-3114","http://www.nfm.go.kr"
"209","도서관","국립어린이청소년도서관","","    ","강남구  ","135-908","서울시 강남구 테헤란로 7길 21","","02-3413-4800",""
"210","도서관","국립중앙도서관","","    ","서초구  ","137-702","서울시 서초구 반포대로 201","","02-535-4142","http://www.gallerymee.com"
"211","박물관","국립중앙박물관","","    ","용산구  ","140-797","서울시 용산구 서빙고로 137","","02-2077-9000","http://www.museum.go.kr"
"212","공연연습실(대학로)","국립중앙박물관 극장 용 ","","    ","용산구  ","140-026","서울시 용산구 서빙고로 137","","02-1544-5955","http://www.theateryong.or.kr/"
"213","공연장","국립중앙박물관 극장용","Theater Yong","2005","용산구  ","       ","서울시 용산구 용산동6가 168-6번지","","02-2077-9724",""
"214","공연연습실(대학로)","국민대예술대학공연장","","    ","성북구  ","136-702","서울시 성북구 정릉로 77","","02-910-4114","http://www.sac.or.kr"
"215","박물관","국악박물관","","    ","서초구  ","137-718","서울시 서초구 남부순환로 2364","","02-580-3153","http://www.galeriepici.com"
"216","전시시설","국제갤러리","","    ","종로구  ","110-200","서울시 종로구 삼청로 54","","02-735-8449","http://www.baekamhall.com/index.php"
"217","도서관","국회도서관","","    ","영등포구 ","150-703","서울시 영등포구 의사당대로 1","","02-788-4211,080-788-4211","http://www.nanet.go.kr"
"218","복지관","궁동종합사회복지관","","    ","구로구  ","152-883","서울시 구로구 오리로 22길 5","","02-2613-9367","http://www.LattCT.com"
"219","공연연습실(대학로)","그라운드 씬","","    ","종로구  ","110-521","서울시 종로구 성균관로 87","효천아트센터 B3, B4","02-3676-2352~3","http://groundsyn.co.kr"
"220","전시시설","그로리치화랑","","    ","종로구  ","110-848","서울시 종로구 평창30길 35","","02-395-5907","http://www.lovedance.co.kr/main.php"
"221","공연연습실(대학로)","극공작소 마방진 ","","    ","종로구  ","110-522","서울시 종로구 성균관로4길 19","두리빌딩 101호","02-3676-7849","http://www.mabangzen.com"
"222","공연장","극장 가자","Theater Gaja","2009","종로구  ","       ","서울시 종로구 동숭동 1-73 미트모빌딩 5층","","02-742-7611",""
"223","박물관","근현대디자인박물관","","    ","마포구  ","121-880","서울시 마포구 와우산로30길 36","","070-7010-4346~7","http://www.designmuseum.or.kr"
"224","도서관","글마루 한옥어린이도서관","","    ","구로구  ","152-804","서울시 구로구 고척로 27바길 7","","02-2615-8200",""
"225","도서관","글빛 정보도서관","","    ","관악구  ","151-050","서울시 관악구 관악로 30길 23","","02-878-7460","http://www.iartpark.com"
"226","도서관","금나래 아트홀도서관","","    ","금천구  ","153-701","서울시 금천구 시흥대로 73길 70","","02-2627-2991~2",""
"227","공연연습실(대학로)","금나래아트홀","","    ","금천구  ","153-863","서울시 금천구 시흥대로 73길 70","","02-2627-2981~5",""
"228","공연장","금나래아트홀","Geumnarae Art Hall","2008","금천구  ","153-863","서울시 금천구 시흥동 벚꽃심리길 375번지 금천구청 내","","02-2627-2981~5","http://http://www.gnrart.or.kr/"
"229","도서관","금천구립 가산정보도서관","","    ","금천구  ","153-801","서울시 금천구 가산로 5길 43","","02-865-6817~9",""
"230","도서관","금천구립 정보도서관","","    ","금천구  ","153-815","서울시 금천구 독산로 54길 114","","02-863-9544~6","http://www.arthallstarcity.com"
"231","공연연습실(대학로)","금천구민문화체육센타극장","","    ","금천구  ","153-815","서울시 금천구 독산로54길 188","","02-861-1313",""
"232","지방문화원","금천문화원","","    ","금천구  ","153-861","서울시 금천구 시흥대로 38길 61","","02-896-8552~3","http://www.idsarthall.co.kr"
"233","청소년수련관","금천청소년수련관","","    ","금천구  ","153-032","서울시 금천구 금하로 30길 54","","02-803-1318",""
"234","청소년수련관","금천청소년쉼터","","    ","금천구  ","153-082","서울시 금천구 가산디지털1로 118","","02-3281-8200",""
"235","미술관","금호미술관","","    ","종로구  ","110-190","서울시 종로구 삼청로 18","","02-720-5114","http://www.kumhomuseum.com"
"236","전시시설","금호미술관","","    ","종로구  ","110-190","서울시 종로구 삼청로 18","","02-720-5114","http://www.sanwoollim.kr/files/index.php"
"237","공연연습실(대학로)","금호아트홀","","    ","종로구  ","110-713","서울시 종로구 새문안로 75","금호빌딩3층","02-6303-1977","http://www.kumhoarthall.com"
"238","복지관","길음종합사회복지관","","    ","성북구  ","136-801","서울시 성북구 삼양로8가길 32","","02-985-0161~4","http://www.mybanpo.org"
"239","공연장","김대범소극장","KDBHALL","2012","종로구  ","       ","서울시 종로구 명륜4가 170-3번지","","02-766-1421","http://www.doosanartcenter.com/"
"240","공연장","김동수플레이하우스","Kim Dong Soo Theater Company","2000","종로구  ","       ","서울시 종로구 연건동 178-1 동마루 빌딩 지층","","02-3675-4675","http://http://www.i-actor.co.kr"
"241","공연연습실(대학로)","김동수플레이하우스","","    ","종로구  ","110-460","서울시 종로구 대학로 60","동마루빌딩 B1","02-3675-4675",""
"242","전시시설","김영섭사진화랑","","    ","종로구  ","110-300","서울시 종로구 인사동길 46","","02-733-6331~2",""
"243","전시시설","김진혜갤러리","","    ","종로구  ","110-290","서울시 종로구 인사동길 11-3","2, 3층","02-725-6751","http://maryhall.sogang.ac.kr/"
"244","전시시설","김현주갤러리","","    ","종로구  ","110-220","서울시 종로구 삼청로 7길 19-9","","02-732-4666",""
"245","복지관","까리따스방배종합사회복지관","","    ","서초구  ","137-062","서울시 서초구 남부순환로 2132","","02-522-6004","http://www.gallerysp.com"
"246","공연장","까망소극장","kkamang little theater","1993","종로구  ","       ","서울시 종로구 동숭동 1-89 석마빌딩 3층 까망소극장","","02-3672-8868","http://http://blog.naver.com/tonado2121"
"247","공연연습실(대학로)","까망소극장","","    ","종로구  ","110-809","서울시 종로구 대학로12길 63","","02-3672-8868",""
"248","공연장","꿈꾸는 공작소","","2011","종로구  ","       ","서울시 종로구 혜화동 74-12","","",""
"249","도서관","꿈마을 도서관","","    ","구로구  ","152-875","서울시 구로구 디지털로 27다길 65","","02-830-5807","http://www.lgart.com"
"250","공연장","꿈의숲아트센터","DreamForestArtsCenter","2009","강북구  ","01228  ","서울시 강북구 월계로 173","꿈의숲아트센터","02-2289-5401","http://www.dfac.or.kr"
"251","공연연습실(대학로)","나루아트센터","","    ","광진구  ","143-854","서울시 광진구 능동로 76","광진구 시설관리공단","02-2049-4700~1","http://www.mct.or.kr"
"252","공연장","나온씨어터","Naon theater","2008","종로구  ","       ","서울시 종로구 명륜1가 36-4","","02-3675-3677","http://cafe.naver.com/naonculture"
"253","공연연습실(대학로)","나온씨어터","","    ","종로구  ","110-521","서울시 종로구 혜화로9길 7","","02-3675-3677",""
"254","전시시설","나화랑.나갤러리","","    ","종로구  ","110-776","서울시 종로구 삼일대로 461","SK 허브 101동 B107호","02-732-8846",""
"255","공연장","낙산씨어터","Naksan Theater","2003","종로구  ","       ","서울시 종로구 혜화동 201번지 110-530","","02-3676-5551",""
