시설명,시설코드,시설종류명(시설유형),시설종류상세명(시설종류),자치구(시)구분,시설장명,시군구코드,시군구명,시설주소,Latitude,Longitude,정원(수용인원),현인원,전화번호,우편번호
예원요양원2호점,M0640,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,백미영,1126000000,중랑구,서울특별시 중랑구 용마산로 554동화빌딩 2층,37.600421,127.1007454,9,9,24331221,2059
다복공동생활가정,M0651,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조용일,1150000000,강서구,"서울특별시 강서구 화곡로 225-0225, 4층 (화곡동)",37.545462,126.8442503,8,8,02-2605-5976,7695
늘편한요양원,M0719,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정해월,1174000000,강동구,"서울특별시 강동구 천호1동318, 3층 (천호동, 성산빌딩)",37.5477288,127.1353294,9,8,24743033,5243
효원노인복지센터D,M1012,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이지현,1126000000,중랑구,"서울특별시 중랑구 상봉1동12 (상봉동, 세광빌딩4층)",37.6063106,127.0915754,9,9,24380606,2044
효원노인복지센터C,M1013,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김연하,1126000000,중랑구,"서울특별시 중랑구 상봉1동12 (상봉동, 세광빌딩4층)",37.6063106,127.0915754,9,9,24380606,2044
효원노인복지센터B,M1014,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,심향유,1126000000,중랑구,"서울특별시 중랑구 상봉1동12 (상봉동, 세광빌딩3층)",37.6063106,127.0915754,9,9,24380606,2044
강남한보리전문요양원,M1052,(노인) 노인요양시설,노인의료복지시설,자치구,박금주,1162000000,관악구,서울특별시 관악구 남부순환로 1529-1 (신림동),37.4832477,126.9205859,53,51,28615050,8762
마추미실버케어응암점,M1144,(노인) 노인요양시설,노인의료복지시설,자치구,김미섭,1138000000,은평구,"서울특별시 은평구 응암로13길11-7 (응암동, 메트로타워 3층,4층,5층,10층.11층)",37.5892475,126.9164319,115,54,23022282,3485
길요양원,M1147,(노인) 노인요양시설,노인의료복지시설,자치구,최상규,1135000000,노원구,서울특별시 노원구 한글비석로15길 48현대종합상가 4층 (중계동),37.6562734,127.0734915,80,73,29396993,1701
가족사랑1,M1161,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이경희,1156000000,영등포구,"서울특별시 영등포구 도신로204, 4층 (신길동)",37.5111637,126.9139321,9,9,02-846-0722,7348
가족사랑2,M1162,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,최옥자,1156000000,영등포구,"서울특별시 영등포구 도신로204, 3층 (신길동)",37.5111637,126.9139321,8,8,02-844-0722,7348
봄날강서요양원,M1182,(노인) 노인요양시설,노인의료복지시설,자치구,원대섭,1150000000,강서구,서울특별시 강서구 양천로11길 15-11(방화동),37.5839771,126.8235012,37,33,02-2661-6600,7516
맑은공동생활가정,M1276,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,신일규,1150000000,강서구,"서울특별시 강서구 화곡로225, 6층 (화곡동)",37.545462,126.8442503,8,8,236642012,7695
수노인요양공동생활가정1호점,M1306,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,변재옥,1132000000,도봉구,"서울특별시 도봉구 방학1동  도봉구청80, 5층 (방학동)",37.66747,127.044295,9,9,234946786,1331
은혜요양원,M1461,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,임민경,1174000000,강동구,서울특별시 강동구 양재대로124길41 (길동)   2층,37.542809,127.144493,9,9,02-481-3038,5302
다복요양원,P0016,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조용일,1150000000,강서구,"서울특별시 강서구 화곡로 225, 4층 (화곡동, 두산빌딩)",37.545462,126.8442503,9,,226055976,7695
가락사랑요양원,P1822,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,손필순,1171000000,송파구,"서울특별시 송파구 오금로36길 57, 3층 (가락동)",37.4988528,127.1223631,9,,24030311,5714
가족사랑요양원,P1826,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,안유미,1171000000,송파구,"서울특별시 송파구 오금로36길 57, 2층 (가락동)",37.4988528,127.1223631,9,,24030311,5714
한솔요양원,P2321,(노인) 노인요양시설,노인의료복지시설,자치구,오지모,1150000000,강서구,"서울특별시 강서구 수명로 82, 9층 (내발산동, 발산로얄타워)",37.5534781,126.8264569,20,,269520405,7635
밝은햇살요양원,P2503,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이승옥,1150000000,강서구,"서울특별시 강서구 강서로29길 38, 1층 (화곡동)",37.5392057,126.8397497,9,,226080410,7716
맑은요양원,P3578,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,신일규,1150000000,강서구,"서울특별시 강서구 화곡로225, 6층 (화곡동, 두산빌딩)",37.545462,126.8442503,8,,236642012,7695
강서실버요양원,P3867,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김미선,1150000000,강서구,"서울특별시 강서구 강서로45길 174, 4층 (내발산동, SM프라자)",37.5530232,126.830578,9,9,226678890,7638
나오미요양원,P3911,(노인) 노인요양시설,노인의료복지시설,자치구,이제숙,1150000000,강서구,"서울특별시 강서구 금낭화로 135, 8층 (방화동, 금강프라자)",37.5775014,126.8124826,40,,220885712,7510
